Date,Title,Time,Location,Summary,Link
2025-11-06,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-06,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-07,Heartfulness Weekly Meditation,1762523100,"Well-being Lab (Room 104), Wellness &amp; Meaning-Making Suite, First Floor, Highmark Center for Health, Wellness and Athletics",,https://events.cmu.edu/event/23787-heartfulness-weekly-meditation
2025-11-07,Libraries Workshop: Series: Getting Started with C/C++,1762525800,Online,,https://events.cmu.edu/event/24865-libraries-workshop-series-getting-started-with-cc
2025-11-07,Astro Lunch Seminar: Gabe Freedman (PSU),1762534800,Wean Hall (8330),,https://events.cmu.edu/event/26152-astro-lunch-seminar-gabe-freedman-psu
2025-11-07,Beyond the Intersection of Art and Technology,1762549200,"IDeATe Studios A &amp; B, Hunt Library",Learn more about IDeATe’s interdisciplinary student work and unique immersive course events during Homecoming 2025.,https://events.cmu.edu/event/26119-beyond-the-intersection-of-art-and-technology
2025-11-07,"Hands-On: Cake &amp; Crafts, a 125th Birthday Celebration with the University Archives",1762549200,"Hunt Library, IDeATe Studios A &amp; B","Celebrate 125 years of Carnegie Mellon University with cake, crafts, and a journey through campus life across the decades.",https://events.cmu.edu/event/26120-hands-on-cake-crafts-a-125th-birthday-celebration-with
2025-11-07,32nd Annual Food Drive,All Day,,"Each year, the CMU community comes together to address hunger and food insecurity in our region through the highest-grossing food drive in the City of Pittsburgh. Help us keep the tradition alive in 2025!",https://events.cmu.edu/event/26163-32nd-annual-food-drive
2025-11-07,CMU125 at Homecoming Weekend,All Day,CMU Main Campus,Tartans are coming home to celebrate Homecoming Weekend and CMU’s 125th anniversary with a full slate of family-friendly events!,https://events.cmu.edu/event/26166-cmu125-at-homecoming-weekend
2025-11-07,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-07,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-07,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-07,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-08,Beyond the Intersection of Art and Technology,1762614000,"Studios A &amp; B, Hunt Library",Learn more about IDeATe’s interdisciplinary student work and unique immersive course events during Homecoming 2025.,https://events.cmu.edu/event/26122-beyond-the-intersection-of-art-and-technology
2025-11-08,"Hands-On: Cake &amp; Crafts, a 125th Birthday Celebration with the University Archives",1762614000,"Hunt Library, IDeATe Studios A &amp; B","Celebrate 125 years of Carnegie Mellon University with cake, crafts, and a journey through campus life across the decades.",https://events.cmu.edu/event/26126-hands-on-cake-crafts-a-125th-birthday-celebration-with
2025-11-08,(Football) Franklin &amp; Marshall vs. Carnegie Mellon,1762621200,,,https://events.cmu.edu/event/23859-football-franklin-marshall-vs-carnegie-mellon
2025-11-08,(Women’s Volleyball) Penn St.-Altoona vs. Carnegie Mellon,1762630200,"Juniata College - Huntingdon, Pa.",,https://events.cmu.edu/event/23858-womens-volleyball-penn-st-altoona-vs-carnegie
2025-11-08,(Men’s Soccer) Case Western Reserve vs. Carnegie Mellon,1762635600,,,https://events.cmu.edu/event/23857-mens-soccer-case-western-reserve-vs-carnegie
2025-11-08,(Women’s Soccer) Case Western Reserve vs. Carnegie Mellon,1762644600,,,https://events.cmu.edu/event/23855-womens-soccer-case-western-reserve-vs-carnegie
2025-11-08,32nd Annual Food Drive,All Day,,"Each year, the CMU community comes together to address hunger and food insecurity in our region through the highest-grossing food drive in the City of Pittsburgh. Help us keep the tradition alive in 2025!",https://events.cmu.edu/event/26163-32nd-annual-food-drive
2025-11-08,CMU125 at Homecoming Weekend,All Day,CMU Main Campus,Tartans are coming home to celebrate Homecoming Weekend and CMU’s 125th anniversary with a full slate of family-friendly events!,https://events.cmu.edu/event/26166-cmu125-at-homecoming-weekend
2025-11-08,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-08,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-08,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-08,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-09,(Men’s Basketball) Chatham vs. Carnegie Mellon,1762718400,,,https://events.cmu.edu/event/23854-mens-basketball-chatham-vs-carnegie-mellon
2025-11-09,Carl Sagan Day,All Day,,,https://events.cmu.edu/event/22040-carl-sagan-day
2025-11-09,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-09,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-09,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-09,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-10,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-10,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-10,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-10,Semester Pass/No Pass &amp; Withdrawal Deadline,All Day,,,https://events.cmu.edu/event/21993-semester-passno-pass-withdrawal-deadline
2025-11-10,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-11,Libraries Workshop: Stats Essentials for Lab Researchers,1762880400,"Sorrells Library Den, Wean Hall",,https://events.cmu.edu/event/24866-libraries-workshop-stats-essentials-for-lab
2025-11-11,"Towards a Deeper Solidarity: Understanding the Impact of Antisemitism, Anti-Arab Racism and Islamophobia",1762898400,"Peter/Wright/McKenna Rooms, Cohon University Center","Join us for a workshop that fosters understanding, healing and builds bridges. We will explore the shared and distinct experiences of Jewish, Muslim and Arab communities in the U.S.",https://events.cmu.edu/event/25684-towards-a-deeper-solidarity-understanding-the-impact-o
